call_idx,start_ts,end_ts,elapsed_ms,http_status
0,1762799933.5753548,1762799933.575777,0.4222393035888672,ERR
1,1762799933.6650639,1762799933.665685,0.6210803985595703,ERR
2,1762799933.76271,1762799933.763158,0.44798851013183594,ERR
3,1762799933.829351,1762799933.830198,0.8471012115478516,ERR
4,1762799933.929687,1762799933.930092,0.4050731658935547,ERR
5,1762799934.0067892,1762799934.0075579,0.7686614990234375,ERR
6,1762799934.096687,1762799934.097652,0.9648799896240234,ERR
7,1762799934.199769,1762799934.200566,0.7970333099365234,ERR
8,1762799934.303357,1762799934.3044,1.043081283569336,ERR
9,1762799934.37312,1762799934.3741262,1.0061264038085938,ERR
10,1762799934.4500391,1762799934.4508622,0.8230209350585938,ERR
11,1762799934.511104,1762799934.5120928,0.9887218475341797,ERR
12,1762799934.57896,1762799934.579694,0.7340908050537109,ERR
13,1762799934.667799,1762799934.66884,1.0409355163574219,ERR
14,1762799934.73759,1762799934.738195,0.6048679351806641,ERR
15,1762799934.796652,1762799934.7975008,0.8487701416015625,ERR
16,1762799934.874788,1762799934.875534,0.7460117340087891,ERR
17,1762799934.933495,1762799934.9347699,1.2748241424560547,ERR
18,1762799935.01331,1762799935.014028,0.7181167602539062,ERR
19,1762799935.111063,1762799935.1121988,1.1358261108398438,ERR
20,1762799935.169003,1762799935.170142,1.138925552368164,ERR
21,1762799935.2351081,1762799935.235787,0.6787776947021484,ERR
22,1762799935.295404,1762799935.2964108,1.0068416595458984,ERR
23,1762799935.392523,1762799935.392971,0.44798851013183594,ERR
24,1762799935.472985,1762799935.4735832,0.5981922149658203,ERR
25,1762799935.568179,1762799935.568622,0.4432201385498047,ERR
26,1762799935.639728,1762799935.6401842,0.45609474182128906,ERR
27,1762799935.700483,1762799935.701,0.5168914794921875,ERR
28,1762799935.780019,1762799935.7806761,0.6570816040039062,ERR
29,1762799935.846689,1762799935.847414,0.7250308990478516,ERR
30,1762799935.923126,1762799935.9237561,0.6301403045654297,ERR
31,1762799935.978997,1762799935.9796731,0.6761550903320312,ERR
32,1762799936.034056,1762799936.0349598,0.9038448333740234,ERR
33,1762799936.1348228,1762799936.135831,1.0082721710205078,ERR
34,1762799936.211971,1762799936.2128398,0.8687973022460938,ERR
35,1762799936.295817,1762799936.296299,0.4820823669433594,ERR
36,1762799936.3914309,1762799936.3925319,1.1010169982910156,ERR
37,1762799936.449484,1762799936.450284,0.7998943328857422,ERR
38,1762799936.5206232,1762799936.521712,1.088857650756836,ERR
39,1762799936.623412,1762799936.6242769,0.8649826049804688,ERR
40,1762799936.701237,1762799936.702278,1.0409355163574219,ERR
41,1762799936.769435,1762799936.77015,0.7150173187255859,ERR
42,1762799936.846177,1762799936.846827,0.6499290466308594,ERR
43,1762799936.929312,1762799936.9302201,0.9081363677978516,ERR
44,1762799936.9900641,1762799936.9910111,0.9469985961914062,ERR
45,1762799937.06832,1762799937.069163,0.843048095703125,ERR
46,1762799937.125939,1762799937.126663,0.7240772247314453,ERR
47,1762799937.2022772,1762799937.203306,1.0287761688232422,ERR
48,1762799937.2782779,1762799937.279007,0.7290840148925781,ERR
49,1762799937.3771431,1762799937.378703,1.5599727630615234,ERR
50,1762799937.456259,1762799937.457186,0.926971435546875,ERR
51,1762799937.550623,1762799937.551572,0.9491443634033203,ERR
52,1762799937.629981,1762799937.6306329,0.6518363952636719,ERR
53,1762799937.684476,1762799937.685059,0.5831718444824219,ERR
54,1762799937.766051,1762799937.766737,0.6859302520751953,ERR
55,1762799937.829329,1762799937.829747,0.41794776916503906,ERR
56,1762799937.906398,1762799937.90702,0.6220340728759766,ERR
57,1762799938.001322,1762799938.001882,0.5600452423095703,ERR
58,1762799938.1013591,1762799938.1021261,0.7669925689697266,ERR
59,1762799938.187145,1762799938.187843,0.698089599609375,ERR
60,1762799938.266025,1762799938.2666821,0.6570816040039062,ERR
61,1762799938.342201,1762799938.34322,1.0190010070800781,ERR
62,1762799938.412738,1762799938.413607,0.8687973022460938,ERR
63,1762799938.516014,1762799938.51672,0.7059574127197266,ERR
64,1762799938.603538,1762799938.6040761,0.5381107330322266,ERR
65,1762799938.6562681,1762799938.657173,0.9047985076904297,ERR
66,1762799938.714411,1762799938.715032,0.6210803985595703,ERR
67,1762799938.775527,1762799938.776187,0.659942626953125,ERR
68,1762799938.839663,1762799938.840273,0.6098747253417969,ERR
69,1762799938.932706,1762799938.933165,0.4589557647705078,ERR
70,1762799939.01231,1762799939.012774,0.4639625549316406,ERR
71,1762799939.0793478,1762799939.079843,0.4951953887939453,ERR
72,1762799939.166044,1762799939.166722,0.6780624389648438,ERR
73,1762799939.2345002,1762799939.235276,0.7758140563964844,ERR
74,1762799939.299556,1762799939.300274,0.7178783416748047,ERR
75,1762799939.357523,1762799939.3583841,0.8611679077148438,ERR
76,1762799939.42114,1762799939.42158,0.4401206970214844,ERR
77,1762799939.50404,1762799939.504637,0.5970001220703125,ERR
78,1762799939.599036,1762799939.599793,0.7569789886474609,ERR
79,1762799939.661026,1762799939.6618052,0.7791519165039062,ERR
80,1762799939.744543,1762799939.7455301,0.9870529174804688,ERR
81,1762799939.8443468,1762799939.846084,1.737356185913086,ERR
82,1762799939.927946,1762799939.929347,1.4009475708007812,ERR
83,1762799939.990889,1762799940.0036008,12.711763381958008,ERR
84,1762799940.086968,1762799940.087541,0.5731582641601562,ERR
85,1762799940.1804428,1762799940.1815932,1.150369644165039,ERR
86,1762799940.2701519,1762799940.270726,0.5741119384765625,ERR
87,1762799940.37044,1762799940.371032,0.5919933319091797,ERR
88,1762799940.4420621,1762799940.442486,0.4239082336425781,ERR
89,1762799940.499091,1762799940.4997509,0.659942626953125,ERR
90,1762799940.582298,1762799940.5828722,0.5741119384765625,ERR
91,1762799940.6631958,1762799940.663693,0.4971027374267578,ERR
92,1762799940.761835,1762799940.7626848,0.8497238159179688,ERR
93,1762799940.8189719,1762799940.8197591,0.7872581481933594,ERR
94,1762799940.880002,1762799940.880594,0.5919933319091797,ERR
95,1762799940.96528,1762799940.965935,0.6549358367919922,ERR
96,1762799941.056735,1762799941.057385,0.6499290466308594,ERR
97,1762799941.150379,1762799941.150979,0.6000995635986328,ERR
98,1762799941.227021,1762799941.2276669,0.6458759307861328,ERR
99,1762799941.3276942,1762799941.328394,0.6997585296630859,ERR
