call_idx,start_ts,end_ts,elapsed_ms,http_status
0,1762799917.808863,1762799917.809223,0.3600120544433594,ERR
1,1762799917.877505,1762799917.878282,0.7770061492919922,ERR
2,1762799917.975359,1762799917.9760199,0.6608963012695312,ERR
3,1762799918.044207,1762799918.045075,0.8678436279296875,ERR
4,1762799918.149077,1762799918.149872,0.7951259613037109,ERR
5,1762799918.222931,1762799918.223356,0.42510032653808594,ERR
6,1762799918.295105,1762799918.296098,0.9930133819580078,ERR
7,1762799918.3985338,1762799918.399759,1.2252330780029297,ERR
8,1762799918.4941702,1762799918.4947479,0.5776882171630859,ERR
9,1762799918.583833,1762799918.584238,0.4050731658935547,ERR
10,1762799918.655966,1762799918.656416,0.44989585876464844,ERR
11,1762799918.755784,1762799918.756458,0.6740093231201172,ERR
12,1762799918.8367732,1762799918.837193,0.41985511779785156,ERR
13,1762799918.9376798,1762799918.938092,0.41222572326660156,ERR
14,1762799919.02753,1762799919.028148,0.61798095703125,ERR
15,1762799919.1048079,1762799919.10522,0.41222572326660156,ERR
16,1762799919.195096,1762799919.1955369,0.44083595275878906,ERR
17,1762799919.265567,1762799919.266261,0.6940364837646484,ERR
18,1762799919.328513,1762799919.3290272,0.5142688751220703,ERR
19,1762799919.417902,1762799919.41857,0.6680488586425781,ERR
20,1762799919.515736,1762799919.516316,0.579833984375,ERR
21,1762799919.615919,1762799919.6165571,0.6380081176757812,ERR
22,1762799919.67836,1762799919.678942,0.5819797515869141,ERR
23,1762799919.741963,1762799919.7425978,0.6349086761474609,ERR
24,1762799919.8127968,1762799919.813411,0.614166259765625,ERR
25,1762799919.8725681,1762799919.873141,0.5729198455810547,ERR
26,1762799919.930349,1762799919.9308832,0.5340576171875,ERR
27,1762799919.995221,1762799919.995583,0.36215782165527344,ERR
28,1762799920.075318,1762799920.075701,0.3829002380371094,ERR
29,1762799920.150496,1762799920.150934,0.4379749298095703,ERR
30,1762799920.249693,1762799920.250245,0.5521774291992188,ERR
31,1762799920.3225532,1762799920.3230562,0.5030632019042969,ERR
32,1762799920.427549,1762799920.428,0.45108795166015625,ERR
33,1762799920.488718,1762799920.4893062,0.5881786346435547,ERR
34,1762799920.549272,1762799920.549908,0.6358623504638672,ERR
35,1762799920.6346922,1762799920.635287,0.5948543548583984,ERR
36,1762799920.6951602,1762799920.695738,0.5779266357421875,ERR
37,1762799920.772956,1762799920.7734022,0.446319580078125,ERR
38,1762799920.833345,1762799920.833754,0.40912628173828125,ERR
39,1762799920.9022589,1762799920.902911,0.6520748138427734,ERR
40,1762799921.0062988,1762799921.0067751,0.4763603210449219,ERR
41,1762799921.089202,1762799921.0900009,0.7989406585693359,ERR
42,1762799921.145067,1762799921.145707,0.6399154663085938,ERR
43,1762799921.207345,1762799921.207885,0.5400180816650391,ERR
44,1762799921.272481,1762799921.2731059,0.6248950958251953,ERR
45,1762799921.329568,1762799921.330251,0.6830692291259766,ERR
